po4 no3 no2 o2 sio2 tn na k mg ca so4 cl co3 hco3 nh4 chl_a br toc alk
4.641368421052630993e+02 1.167685483870967619e+04 5.525000000000000000e+02 3.423093750000000000e+04 2.637899999999999636e+04 4.692857142857142026e+04 7.932592139737991383e+05 1.312689082969432347e+05 6.758057613168723765e+04 1.901370851010731130e+05 7.454062500000001455e+04 8.502476727785612457e+05 0.000000000000000000e+00 2.672400000000000000e+05 1.263666666666666606e+04 5.145278571428571013e+04 1.231772151898734080e+02 8.654916666666667152e+04 1.441300000000000000e+05
4.991052631578947967e+02 1.213327419354838639e+04 5.876086956521738784e+02 3.418762500000000000e+04 2.803600000000000000e+04 4.645285714285714494e+04 8.648023580786028178e+05 1.415172052401746914e+05 6.646967078189300082e+04 2.006666333915647701e+05 7.794062500000000000e+04 9.424558533145275433e+05 0.000000000000000000e+00 2.706400000000000000e+05 1.397366666666666788e+04 5.046192857142857247e+04 1.291139240506329315e+02 9.357416666666667152e+04 1.438690000000000000e+05
4.912210526315789139e+02 1.174125806451612880e+04 5.718913043478260079e+02 3.231093750000000000e+04 2.753633333333333576e+04 4.408500000000000000e+04 8.510215283842795761e+05 1.390638864628821320e+05 6.254559670781892783e+04 1.957747691539805382e+05 7.536354166666667152e+04 9.366761636107192608e+05 0.000000000000000000e+00 2.590800000000000000e+05 1.388638888888888869e+04 4.682264285714285506e+04 1.254430379746835484e+02 9.186583333333332848e+04 1.368150000000000000e+05
4.956631578947367416e+02 1.179909677419354739e+04 5.801956521739130039e+02 3.276559375000000000e+04 2.778683333333333212e+04 4.512000000000000000e+04 8.754595196506551001e+05 1.421676855895196786e+05 6.403539094650206243e+04 1.991600449213875982e+05 7.709062500000000000e+04 9.621311706629054388e+05 0.000000000000000000e+00 2.637200000000000000e+05 1.419961111111111131e+04 4.832485714285714494e+04 1.263924050632911360e+02 9.348749999999998545e+04 1.390310000000000000e+05
5.523578947368421268e+02 1.247577419354838821e+04 6.295000000000000000e+02 3.453200000000000000e+04 2.902583333333333576e+04 4.779428571428571013e+04 8.853487772925763857e+05 1.456241048034934502e+05 6.801798353909465368e+04 2.072307461941602232e+05 7.990000000000000000e+04 9.673275035260929726e+05 0.000000000000000000e+00 2.787200000000000000e+05 1.455800000000000000e+04 5.215228571428572468e+04 1.373924050632911644e+02 9.705083333333332848e+04 1.482300000000000000e+05
5.131052631578947967e+02 1.241225806451612880e+04 6.024130434782608745e+02 3.443393750000000000e+04 2.862750000000000000e+04 4.629357142857142026e+04 8.836505240174673963e+05 1.444931877729257685e+05 6.639275720164609083e+04 2.042432243573745945e+05 7.911666666666667152e+04 9.666849083215794526e+05 0.000000000000000000e+00 2.726000000000000000e+05 1.433744444444444525e+04 5.042721428571428987e+04 1.326455696202531556e+02 9.578083333333332848e+04 1.445300000000000000e+05
5.610736842105263804e+02 1.198848387096774240e+04 6.405434782608696196e+02 3.329418750000000000e+04 2.890950000000000364e+04 4.866357142857143481e+04 9.422178165938867023e+05 1.515562445414847170e+05 6.829283950617283699e+04 2.106215622660344525e+05 8.186458333333332848e+04 1.036284344146685442e+06 0.000000000000000000e+00 2.790000000000000000e+05 1.539616666666666606e+04 5.263228571428571013e+04 1.353164556962025245e+02 9.942833333333332848e+04 1.465250000000000000e+05
6.690263157894735286e+02 1.375430645161290158e+04 7.622717391304347530e+02 3.893250000000000000e+04 3.307000000000000728e+04 5.768928571428572468e+04 1.097556746724891011e+06 1.756964192139738007e+05 8.136162551440330571e+04 2.442155103568754857e+05 9.588958333333332848e+04 1.197337658674188890e+06 0.000000000000000000e+00 3.273800000000000000e+05 1.786291666666666788e+04 6.447060714285714494e+04 1.586329113924050773e+02 1.155879166666666715e+05 1.723990000000000000e+05
7.205789473684210407e+02 1.674304838709677279e+04 8.525434782608695059e+02 4.724000000000000000e+04 3.816333333333333576e+04 6.324785714285714494e+04 1.225699956331877969e+06 1.978290393013100838e+05 9.208374485596705927e+04 2.776015722485650331e+05 1.094583333333333285e+05 1.326656981664315797e+06 0.000000000000000000e+00 3.721200000000000000e+05 1.970172222222222263e+04 7.349800000000000000e+04 1.833164556962025245e+02 1.320050000000000000e+05 1.972140000000000000e+05
7.231157894736841172e+02 1.664990322580645079e+04 8.623913043478261216e+02 4.720075000000000000e+04 3.835366666666667152e+04 6.380000000000000000e+04 1.271634585152838379e+06 2.030141921397380065e+05 9.275604938271605351e+04 2.815870726229099091e+05 1.116760416666666715e+05 1.378433568406205392e+06 0.000000000000000000e+00 3.743600000000000000e+05 2.032433333333333212e+04 7.461821428571428987e+04 1.828481012658228053e+02 1.347433333333333139e+05 1.972390000000000000e+05
7.037999999999999545e+02 1.604158064516128979e+04 8.340652173913044862e+02 4.642646875000000000e+04 3.682800000000000000e+04 6.391000000000000000e+04 1.207436812227074290e+06 1.938187336244541802e+05 9.274411522633743880e+04 2.716683803344147746e+05 1.080333333333333285e+05 1.299152045133991633e+06 0.000000000000000000e+00 3.690000000000000000e+05 1.925222222222222263e+04 7.478028571428571013e+04 1.771645569620253582e+02 1.285125000000000000e+05 1.958660000000000000e+05
6.175736842105262667e+02 1.537646774193548481e+04 7.248586956521738784e+02 4.700481250000000000e+04 3.221750000000000364e+04 6.144571428571428987e+04 8.926288864628821611e+05 1.529001746724891127e+05 9.173940329218107217e+04 2.332929248814574385e+05 9.293333333333332848e+04 9.106284908321576659e+05 0.000000000000000000e+00 3.499000000000000000e+05 1.411530555555555657e+04 7.455046428571430442e+04 1.652405063291139413e+02 1.044829166666666570e+05 1.941420000000000000e+05
6.196842105263157237e+02 1.525614516129032199e+04 7.374347826086957411e+02 4.693834375000000000e+04 3.247383333333333576e+04 6.261785714285713766e+04 9.556016157205243362e+05 1.600633624454148812e+05 9.315979423868312733e+04 2.390319440978288185e+05 9.608437500000000000e+04 9.827977433004230261e+05 0.000000000000000000e+00 3.541600000000000000e+05 1.494872222222222263e+04 7.606335714285714494e+04 1.650126582278481351e+02 1.078400000000000000e+05 1.949200000000000000e+05
6.552052631578947057e+02 1.509775806451612698e+04 7.879239130434782510e+02 4.619440625000000000e+04 3.373283333333332848e+04 6.476499999999999272e+04 1.114220065502183745e+06 1.790819213973799197e+05 9.505952674897118413e+04 2.551361492388320330e+05 1.036031250000000146e+05 1.171610437235542806e+06 0.000000000000000000e+00 3.633000000000000000e+05 1.734425000000000000e+04 7.830582142857143481e+04 1.680126582278481351e+02 1.179879166666666570e+05 1.956600000000000000e+05
6.708631578947367871e+02 1.481706451612903220e+04 8.123478260869565020e+02 4.576796875000000000e+04 3.416900000000000000e+04 6.692357142857142026e+04 1.206547816593886819e+06 1.897810480349345307e+05 9.727950617283950851e+04 2.639977289742950234e+05 1.081364583333333430e+05 1.278583074753173394e+06 0.000000000000000000e+00 3.704000000000000000e+05 1.865866666666666424e+04 8.060300000000000000e+04 1.681139240506329315e+02 1.230775000000000000e+05 1.972220000000000000e+05
6.759000000000000909e+02 1.512582258064515918e+04 8.257282608695653607e+02 4.692231250000000000e+04 3.553883333333333576e+04 6.965785714285714494e+04 1.274460938864629250e+06 1.993662445414847462e+05 1.003912139917695604e+05 2.750465061142999912e+05 1.125677083333333285e+05 1.358039774330042070e+06 0.000000000000000000e+00 3.831800000000000000e+05 1.964630555555555475e+04 8.206532142857143481e+04 1.697468354430379804e+02 1.280529166666666861e+05 2.030010000000000000e+05
7.271894736842104976e+02 2.024204838709677279e+04 8.994999999999998863e+02 5.965446875000000000e+04 4.239783333333332848e+04 7.245642857142857974e+04 1.219328471615720540e+06 2.046001310043668491e+05 1.096513580246913480e+05 3.024576740703768446e+05 1.201843749999999854e+05 1.273829619181945920e+06 0.000000000000000000e+00 4.309200000000000000e+05 1.910555555555555839e+04 8.761785714285715949e+04 2.066835443037974755e+02 1.393908333333333139e+05 2.354660000000000000e+05
7.349315789473683935e+02 2.059246774193548117e+04 8.977717391304347530e+02 6.012784375000000000e+04 4.192483333333333576e+04 7.044071428571428987e+04 1.135469061135371681e+06 1.948490829694323766e+05 1.080719135802468954e+05 2.946995882206139504e+05 1.164406250000000146e+05 1.173508321579689626e+06 0.000000000000000000e+00 4.253400000000000000e+05 1.796002777777777737e+04 8.698567857142856519e+04 2.105569620253164658e+02 1.354079166666666570e+05 2.347610000000000000e+05
1.134494736842105340e+03 1.909620967741935237e+04 1.162500000000000000e+03 5.571865625000000000e+04 4.188916666666667152e+04 8.310714285714286962e+04 1.131324847161572194e+06 1.975463318777293025e+05 1.205262962962962920e+05 3.066828300474170246e+05 1.194031250000000000e+05 1.153809873060648562e+06 0.000000000000000000e+00 4.625600000000000000e+05 1.972005555555555475e+04 1.047695714285714494e+05 2.484810126582278542e+02 1.408400000000000000e+05 2.575470000000000000e+05
8.561526315789474211e+02 1.691511290322580317e+04 9.757282608695652470e+02 5.050321875000000000e+04 3.876266666666667152e+04 7.427214285714285506e+04 1.295656703056768980e+06 2.078558078602620517e+05 1.077886213991769473e+05 2.947781756925380905e+05 1.188427083333333430e+05 1.370196614950634539e+06 0.000000000000000000e+00 4.151400000000000000e+05 2.075991666666666788e+04 9.108910714285715949e+04 2.024177215189873493e+02 1.384804166666666861e+05 2.226580000000000000e+05
8.118736842105263349e+02 1.627135483870967801e+04 9.470434782608695059e+02 4.906796875000000000e+04 3.783883333333333576e+04 7.291285714285713038e+04 1.335044672489083372e+06 2.102468122270742315e+05 1.057177366255144007e+05 2.921704517095084302e+05 1.189843750000000000e+05 1.418893370944992639e+06 0.000000000000000000e+00 4.059200000000000000e+05 2.107116666666666788e+04 8.947800000000000000e+04 1.935189873417721742e+02 1.380758333333333139e+05 2.156820000000000000e+05
4.112842105263158032e+02 1.208967741935483718e+04 5.313043478260869961e+02 4.605190625000000000e+04 2.943416666666666788e+04 6.985297142857143190e+05 1.575106419213973451e+06 8.690262008733625407e+03 8.379452674897118413e+04 3.149509857748939539e+05 1.699937500000000000e+05 1.471559097320169210e+06 0.000000000000000000e+00 3.261000655737704947e+05 1.272794444444444343e+04 9.089928571428571013e+04 1.496329113924050773e+02 2.030541666666666279e+05 1.978580000000000000e+05
4.029789473684210748e+02 1.220298387096774240e+04 5.175543478260869961e+02 4.721650000000000000e+04 2.948583333333333212e+04 6.959313214285714785e+05 1.521283100436680950e+06 8.880021834061137270e+03 8.509518518518516794e+04 3.153234589468429913e+05 1.666109375000000000e+05 1.414269393511988455e+06 0.000000000000000000e+00 3.317777377049180213e+05 1.241894444444444525e+04 9.248628571428572468e+04 1.533734177215189902e+02 2.033408333333333139e+05 2.013010000000000000e+05
3.594210526315789593e+02 1.177685483870967801e+04 4.537065217391304941e+02 4.642690625000000000e+04 2.780600000000000000e+04 6.537752500000000000e+05 1.310559170305676758e+06 8.673122270742358523e+03 8.247794238683125877e+04 2.952672323433990241e+05 1.484182291666666570e+05 1.204132581100140931e+06 0.000000000000000000e+00 3.207123606557376916e+05 1.097677777777777737e+04 8.842592857142856519e+04 1.477658227848101262e+02 1.896141666666666279e+05 1.946140000000000000e+05
3.415578947368421723e+02 1.280096774193548299e+04 4.134130434782608745e+02 4.977868750000000000e+04 2.884333333333333212e+04 6.342057142857142026e+05 1.182078602620087564e+06 9.018733624454149322e+03 8.803958847736625466e+04 2.970949089094085502e+05 1.400770833333333139e+05 1.058413822284908267e+06 0.000000000000000000e+00 3.379994754098361009e+05 1.036200000000000000e+04 9.239657142857143481e+04 1.522405063291139129e+02 1.895166666666666570e+05 2.052440000000000000e+05
3.687894736842105203e+02 1.634072580645161179e+04 4.277717391304347530e+02 6.647915625000000000e+04 3.887816666666666424e+04 6.962834642857143190e+05 1.080208864628820680e+06 1.150246724890829864e+04 1.192252263374485483e+05 3.568693785874719033e+05 1.488098958333333139e+05 9.412843441466854420e+05 0.000000000000000000e+00 4.494346557377049467e+05 1.162905555555555475e+04 1.171211428571428405e+05 1.863860759493671253e+02 2.196458333333333721e+05 2.730120000000000000e+05
4.518210526315789366e+02 1.858862903225806440e+04 5.635326086956522431e+02 8.871565625000000000e+04 4.246066666666667152e+04 1.261949035714285448e+06 1.358926943231441081e+06 1.670015283842795179e+04 1.450740740740740730e+05 4.818718243074619677e+05 1.902067708333333139e+05 1.183153737658673897e+06 0.000000000000000000e+00 5.802514426229507662e+05 1.392594444444444525e+04 1.554865000000000000e+05 2.718924050632911076e+02 2.909033333333333721e+05 3.518380000000000000e+05
4.603578947368420700e+02 1.796161290322580680e+04 5.628913043478261216e+02 7.794221875000000000e+04 3.967483333333333576e+04 1.006596142857142841e+06 1.515860000000000233e+06 1.455554585152838627e+04 1.295916872427983471e+05 4.424232093835787382e+05 1.926166666666666570e+05 1.331473342736248160e+06 0.000000000000000000e+00 5.154760655737704947e+05 1.356838888888888869e+04 1.422726428571428696e+05 2.547341772151898738e+02 2.835508333333333139e+05 3.127160000000000000e+05
4.509157894736842422e+02 1.687943548387096598e+04 5.266630434782608745e+02 6.462593750000000000e+04 3.770483333333333576e+04 7.193105357142855646e+05 1.555387161572051933e+06 1.193120087336244615e+04 1.135762551440329116e+05 3.819493636136761052e+05 1.827286458333333139e+05 1.367157122708039125e+06 0.000000000000000000e+00 4.354579344262295053e+05 1.256055555555555657e+04 1.251196428571428551e+05 2.072215189873417671e+02 2.608675000000000291e+05 2.643220000000000000e+05
4.337894736842104635e+02 1.590403225806451337e+04 5.044130434782608745e+02 5.954371875000000000e+04 3.580583333333333576e+04 6.705174285714285215e+05 1.514427292576419422e+06 1.094305676855895217e+04 1.063412345679012069e+05 3.569862989767906838e+05 1.743541666666666861e+05 1.332325246826515999e+06 0.000000000000000000e+00 4.039417704918032978e+05 1.211738888888889051e+04 1.179127142857142753e+05 1.859113924050633102e+02 2.439916666666666570e+05 2.452110000000000000e+05
4.307263157894736878e+02 1.577250000000000000e+04 5.015978260869565020e+02 5.854006250000000000e+04 3.560116666666666424e+04 6.638797500000000000e+05 1.507725764192139730e+06 1.072989082969432275e+04 1.051834156378600601e+05 3.526001497379585635e+05 1.730026041666666861e+05 1.330531170662905555e+06 0.000000000000000000e+00 3.981012786885246169e+05 1.211594444444444525e+04 1.154320714285714348e+05 1.809303797468354560e+02 2.399883333333333430e+05 2.416920000000000000e+05
4.222842105263157464e+02 1.518395161290322540e+04 4.975978260869565588e+02 5.717978125000000000e+04 3.556716666666666424e+04 6.477918214285713620e+05 1.464981310043667909e+06 1.049548034934497991e+04 1.036531275720164558e+05 3.448509109059146140e+05 1.694776041666666570e+05 1.305495063469675835e+06 0.000000000000000000e+00 3.915569508196721436e+05 1.204761111111111131e+04 1.117305000000000146e+05 1.744746835443037867e+02 2.330300000000000291e+05 2.376810000000000000e+05
5.467999999999999545e+02 2.151741935483870839e+04 6.441086956521739921e+02 8.650362500000000000e+04 5.240266666666667152e+04 1.016417500000000000e+06 1.728065283842794830e+06 1.550270742358078496e+04 1.569688888888888760e+05 4.892962315947092138e+05 2.184302083333333430e+05 1.530930042313117068e+06 0.000000000000000000e+00 5.891257049180328613e+05 1.662372222222222263e+04 1.595017857142857101e+05 2.379746835443037867e+02 3.082400000000000000e+05 3.576470000000000000e+05
9.232842105263158601e+02 3.267564516129032199e+04 1.194217391304347984e+03 1.481252812500000000e+05 7.805766666666667152e+04 2.254316928571429104e+06 3.104529825327510480e+06 2.782196506550218328e+04 2.510220164609053463e+05 8.725120039930122439e+05 3.876333333333333139e+05 2.832180818053596187e+06 0.000000000000000000e+00 9.980980327868852764e+05 2.954994444444444525e+04 2.662092142857143190e+05 4.546329113924051057e+02 5.240391666666666861e+05 6.052990000000000000e+05
